id,sura,aya,translation,7_cluster_2_dim,7_cluster_1000_dim,7_cluster_2899_dim,15_cluster_2_dim,15_cluster_1000_dim,15_cluster_2899_dim,21_cluster_2_dim,21_cluster_1000_dim,21_cluster_2899_dim
2831,24,40,atau keadaan orangorang kafir seperti gelap gulita di lautan yang dalam yang diliputi oleh gelombang demi gelombang di atasnya ada lagi awan gelap Itulah gelap gulita yang berlapislapis Apabila dia mengeluarkan tangannya hampir tidak dapat melihatnya Barang siapa tidak diberi cahaya petunjuk oleh Allah maka dia tidak mempunyai cahaya sedikit pun,0,0,0,0,0,0,17,0,0
2832,24,41,Tidakkah engkau Muhammad tahu bahwa kepada Allah lah bertasbih apa yang di langit dan di bumi dan juga burung yang mengembangkan sayapnya Masingmasing sungguh telah mengetahui cara berdoa dan bertasbih Allah Maha Mengetahui apa yang mereka kerjakan,1,0,0,1,0,0,19,0,0
2833,24,42,Dan milik Allah lah kerajaan langit dan bumi dan hanya kepada Allah lah kembali seluruh makhluk,4,0,0,4,0,0,15,0,0
2834,24,43,Tidakkah engkau melihat bahwa Allah menjadikan awan bergerak perlahan kemudian mengumpulkannya lalu dia menjadikannya bertumpuktumpuk lalu engkau lihat hujan ke luar dari celahcelahnya dan Dia juga menurunkan butiranbutiran es dari langit yaitu dari gumpalangumpalan awan seperti gununggunung maka ditimpakanNya butiranbutiran es itu kepada siapa yang Dia kehendaki dan dihindarkanNya dari siapa yang Dia kehendaki Kilauan kilatnya hampirhampir menghilangkan penglihatan,0,0,0,0,0,0,17,0,0
2835,24,44,Allah mempergantikan malam dan siang Sungguh pada yang demikian itu pasti terdapat pelajaran bagi orangorang yang mempunyai penglihatan yang tajam,6,0,0,6,0,0,6,0,0
2836,24,45,Dan Allah menciptakan semua jenis hewan dari air maka sebagian ada yang berjalan di atas perutnya dan sebagian berjalan dengan dua kaki sedang sebagian yang lain berjalan dengan empat kaki Allah menciptakan apa yang Dia kehendaki Sungguh Allah Mahakuasa atas segala sesuatu,1,0,0,1,0,0,19,0,0
2837,24,46,Sungguh Kami telah menurunkan ayatayat yang memberi penjelasan Dan Allah memberi petunjuk siapa yang Dia kehendaki ke jalan yang lurus,1,0,0,1,0,0,1,0,0
2838,24,47,Dan mereka orangorang munafik berkata Kami telah beriman kepada Allah dan Rasul Muhammad dan kami menaati keduanya Kemudian sebagian dari mereka berpaling setelah itu Mereka itu bukanlah orangorang beriman,6,0,0,6,0,0,6,0,0
2839,24,48,Dan apabila mereka diajak kepada Allah dan RasulNya agar Rasul memutuskan perkara di antara mereka tibatiba sebagian dari mereka menolak untuk datang,6,0,0,6,0,0,6,0,0
2840,24,49,Tetapi jika kebenaran dipihak mereka mereka datang kepadanya Rasul dengan patuh,0,0,0,3,0,0,18,0,0
2841,24,50,Apakah ketidakhadiran mereka karena dalam hati mereka ada penyakit atau karena mereka raguragu ataukah karena takut kalaukalau Allah dan RasulNya berlaku zalim kepada mereka Sebenarnya mereka itulah orangorang yang zalim,6,0,0,0,0,0,17,0,0
2842,24,51,Hanya ucapan orangorang mukmin yang apabila mereka diajak kepada Allah dan RasulNya agar Rasul memutuskan perkara di antara mereka mereka berkata Kami mendengar dan kami taat Dan mereka itulah orangorang yang beruntung,6,0,0,0,0,0,17,0,0
2843,24,52,Dan barangsiapa taat kepada Allah dan RasulNya serta takut kepada Allah dan bertakwa kepadaNya mereka itulah orangorang yang mendapat kemenangan,1,0,0,13,0,0,19,0,0
2844,24,53,Dan mereka bersumpah dengan nama Allah dengan sumpah sungguhsungguh bahwa jika engkau suruh mereka berperang pastilah mereka akan pergi Katakanlah Muhammad Janganlah kamu bersumpah karena yang diminta adalah ketaatan yang baik Sungguh Allah Mahateliti terhadap apa yang kamu kerjakan,1,0,0,13,0,0,13,0,0
2845,24,54,Katakanlah Taatlah kepada Allah dan taatlah kepada Rasul jika kamu berpaling maka sesungguhnya kewajiban Rasul Muhammad itu hanyalah apa yang dibebankan kepadanya dan kewajiban kamu hanyalah apa yang dibebankan kepadamu Jika kamu taat kepadanya niscaya kamu mendapat petunjuk Kewajiban Rasul hanyalah menyampaikan amanat Allah dengan jelas,1,0,0,13,0,0,13,0,0
2846,24,55,Allah telah menjanjikan kepada orangorang yang beriman di antara kamu dan yang mengerjakan kebajikan bahwa Dia sungguh akan menjadikan mereka berkuasa di bumi sebagaimana Dia telah menjadikan orangorang sebelum mereka berkuasa dan sungguh Dia akan meneguhkan bagi mereka dengan agama yang telah Dia ridai Dan Dia benarbenar mengubah keadaan mereka setelah berada dalam ketakutan menjadi aman sentosa Mereka tetap menyembahKu dengan tidak mempersekutukanKu dengan sesuatu pun Tetapi barangsiapa tetap kafir setelah janji itu maka mereka itulah orangorang yang fasik,6,0,0,6,0,0,6,0,0
2847,24,56,Dan laksanakanlah salat tunaikanlah zakat dan taatlah kepada Rasul Muhammad agar kamu diberi rahmat,0,0,0,0,0,0,10,0,0
2848,24,57,Janganlah engkau mengira bahwa orangorang yang kafir itu dapat luput dari siksaan Allah di bumi sedang tempat kembali mereka di akhirat adalah neraka Dan itulah seburukburuk tempat kembali,6,0,0,0,0,0,17,0,0
2849,24,58,Wahai orangorang yang beriman Hendaklah hamba sahaya lakilaki dan perempuan yang kamu miliki dan orangorang yang belum balig dewasa di antara kamu meminta izin kepada kamu pada tiga kali kesempatan yaitu sebelum salat Subuh ketika kamu menanggalkan pakaian luarmu di tengah hari dan setelah salat Isya Itulah tiga aurat waktu bagi kamu Tidak ada dosa bagimu dan tidak pula bagi mereka selain dari tiga waktu itu mereka keluar masuk melayani kamu sebagian kamu atas sebagian yang lain Demikianlah Allah menjelaskan ayatayat itu kepadamu Dan Allah Maha Mengetahui Mahabijaksana,6,0,0,6,0,0,6,0,0
2850,24,59,Dan apabila anakanakmu telah sampai umur dewasa maka hendaklah mereka juga meminta izin seperti orangorang yang lebih dewasa meminta izin Demikianlah Allah menjelaskan ayatayatNya kepadamu Allah Maha Mengetahui Mahabijaksana,1,0,0,13,0,0,19,0,0
2851,24,60,Dan para perempuan tua yang telah berhenti dari haid dan mengandung yang tidak ingin menikah lagi maka tidak ada dosa menanggalkan pakaian luar mereka dengan tidak bermaksud menampakkan perhiasan tetapi memelihara kehormatan adalah lebih baik bagi mereka Allah Maha Mendengar Maha Mengetahui,6,0,0,6,0,0,6,0,0
2852,24,61,Tidak ada halangan bagi orang buta tidak pula bagi orang pincang tidak pula bagi orang sakit dan tidak pula bagi dirimu makan bersamasama mereka di rumahmu atau di rumah bapakbapakmu di rumah ibuibumu di rumah saudarasaudaramu yang lakilaki di rumah saudarasaudaramu yang perempuan di rumah saudarasaudara bapakmu yang lakilaki di rumah saudarasaudara bapakmu yang perempuan di rumah saudarasaudara ibumu yang lakilaki di rumah saudarasaudara ibumu yang perempuan di rumah yang kamu miliki kuncinya atau di rumah kawankawanmu Tidak ada halangan bagi kamu makan bersamasama mereka atau sendirisendiri Apabila kamu memasuki rumahrumah hendaklah kamu memberi salam kepada penghuninya yang berarti memberi salam kepada dirimu sendiri dengan salam yang penuh berkah dan baik dari sisi Allah Demikianlah Allah menjelaskan ayatayatNya bagimu agar kamu mengerti,0,0,0,0,0,0,17,0,0
2853,24,62,Yang disebut orang mukmin hanyalah orang yang beriman kepada Allah dan RasulNya Muhammad dan apabila mereka berada bersamasama dengannya Muhammad dalam suatu urusan bersama mereka tidak meninggalkan Rasulullah sebelum meminta izin kepadanya Sungguh orangorang yang meminta izin kepadamu Muhammad mereka itulah orangorang yang benarbenar beriman kepada Allah dan Rasulnya Maka apabila mereka meminta izin kepadamu karena suatu keperluan berilah izin kepada siapa yang engkau kehendaki di antara mereka dan mohonkanlah ampunan untuk mereka kepada Allah Sungguh Allah Maha Pengampun Maha Penyayang,1,0,0,1,0,0,1,0,0
2854,24,63,Janganlah kamu jadikan panggilan Rasul Muhammad di antara kamu seperti panggilan sebagian kamu kepada sebagian yang lain Sungguh Allah mengetahui orangorang yang keluar secara sembunyisembunyi di antara kamu dengan berlindung kepada kawannya maka hendaklah orangorang yang menyalahi perintah RasulNya takut akan mendapat cobaan atau ditimpa azab yang pedih,0,0,0,10,0,0,10,0,0
2855,24,64,Ketahuilah sesungguhnya milik Allah lah apa yang ada di langit dan di bumi Dia mengetahui keadaan kamu sekarang Dan mengetahui pula hari ketika mereka dikembalikan kepadaNya lalu diterangkanNya kepada mereka apa yang telah mereka kerjakan Dan Allah Maha Mengetahui segala sesuatu,4,0,0,4,0,0,4,0,0
2856,25,1,Mahasuci Allah yang telah menurunkan Furqan AlQuran kepada hambaNya Muhammad agar dia menjadi pemberi peringatan kepada seluruh alam jin dan manusia,6,0,0,6,0,0,6,0,0
2857,25,2,Yang memiliki kerajaan langit dan bumi tidak mempunyai anak tidak ada sekutu bagiNya dalam kekusaan Nya dan Dia menciptakan segala sesuatu lalu menetapkan ukuranukurannya dengan tepat,6,0,0,6,0,0,6,0,0
2858,25,3,Namun mereka mengambil tuhantuhan selain Dia untuk disembah padahal mereka tuhantuhan itu tidak menciptakan apa pun bahkan mereka sendiri diciptakan dan tidak kuasa untuk menolak bahaya terhadap dirinya dan tidak dapat mendatangkan manfaat serta tidak kuasa mematikan menghidupkan dan tidak pula membangkitkan,6,0,0,6,0,0,6,0,0
2859,25,4,Dan orangorang kafir berkata AlQuran ini tidak lain hanyalah kebohongan yang diadaadakan oleh dia Muhammad dibantu oleh orangorang lain Sungguh mereka telah berbuat zalim dan dusta yang besar,3,0,0,8,0,0,8,0,0
2860,25,5,Dan mereka berkata Itu hanya dongengdongeng orangorang terdahulu yang diminta agar dituliskan lalu dibacakanlah dongeng itu kepadanya setiap pagi dan petang,3,0,0,3,0,0,3,0,0
2861,25,6,Katakanlah Muhammad AlQuran itu diturunkan oleh Allah yang mengetahui rahasia di langit dan di bumi Sungguh Dia Maha Pengampun Maha Penyayang,4,0,0,4,0,0,4,0,0
2862,25,7,Dan mereka berkata Mengapa Rasul Muhammad ini memakan makanan dan berjalan di pasarpasar Mengapa malaikat tidak diturunkan kepadanya agar malaikat itu memberikan peringatan bersama dia,0,0,0,10,0,0,10,0,0
2863,25,8,atau mengapa tidak diturunkan kepadanya harta kekayaan atau mengapa tidak ada kebun baginya sehingga dia dapat makan darihasilnya Dan orangorang zalim itu berkata Kamu hanyalah mengikuti seorang lakilaki yang kena sihir,0,0,0,3,0,0,3,0,0
2864,25,9,Perhatikanlah bagaimana mereka membuat perumpamaanperumpamaan tentang engkau maka sesatlah mereka mereka tidak sanggup mendapatkan jalan untuk menentang kerasulanmu,0,0,0,10,0,0,10,0,0
2865,25,10,Mahasuci Allah yang jika Dia menghendaki niscaya Dia jadikan bagimu yang lebih baik daripada itu yaitu surgasurga yang mengalir di bawahnya sungaisungai dan Dia jadikan pula istanaistana untukmu,6,0,0,6,0,0,6,0,0
2866,25,11,Bahkan mereka mendustakan hari Kiamat Dan kami menyediakan neraka yang menyalanyala bagi siapa yang mendustakan hari Kiamat,3,0,0,14,0,0,14,0,0
2867,25,12,Apabila ia neraka melihat mereka dari tempat yang jauh mereka mendengar suaranya yang gemuruh karena marahnya,0,0,0,3,0,0,3,0,0
2868,25,13,Dan apabila mereka dilemparkan ke tempat yang sempit di neraka dengan dibelenggu mereka di sana berteriak mengharapkan kebinasaan,3,0,0,3,0,0,3,0,0
2869,25,14,Akan dikatakan kepada mereka Janganlah kamu mengharapkan pada hari ini satu kebinasaan melainkan harapkanlah kebinasaan yang berulangulang,0,0,0,3,0,0,3,0,0
2870,25,15,Katakanlah Muhammad Apakah azab seperti itu yang baik atau surga yang kekal yang dijanjikan kepada orangorang yang bertakwa sebagai balasan dan tempat kembali bagi mereka,3,0,0,11,0,0,11,0,0
2871,25,16,Bagi mereka segala yang mereka kehendaki ada di dalamnya surga mereka kekal di dalamnya Itulah janji Tuhanmu yang pantas dimohonkan kepadaNya,2,0,0,7,0,0,7,0,0
2872,25,17,Dan ingatlah pada hari ketika Allah mengumpulkan mereka bersama apa yang mereka sembah selain Allah lalu Dia berfirman kepada yang disembah Apakah kamu yang menyesatkan hambahambaKu itu atau mereka sendirikah yang sesat dari jalan yang benar,1,0,0,1,0,0,19,0,0
2873,25,18,Mereka yang disembah itu menjawab Mahasuci Engkau tidaklah pantas bagi kami mengambil pelindung selain Engkau tetapi Engkau telah memberi mereka dan nenek moyang mereka kenikmatan hidup sehingga mereka melupakan peringatan dan mereka kaum yang binasa,0,0,0,7,0,0,18,0,0
2874,25,19,Maka sungguh mereka yang disembah itu telah mengingkari apa yang kamu katakan maka kamu tidak akan dapat menolak azab dan tidak dapat pula menolong dirimu Dan barang siapa di antara kamu berbuat zalim niscaya Kami timpakan kepadanya rasa azab yang besar,0,0,0,7,0,0,0,0,0
2875,25,20,Dan Kami tidak mengutus rasulrasul sebelummu Muhammad melainkan mereka pasti memakan makanan dan berjalan di pasarpasar Dan Kami jadikan sebagian kamu sebagai cobaan bagi sebagian yang lain Maukah kamu bersabar Dan Tuhanmu Maha Melihat,2,0,0,7,0,0,7,0,0
2876,25,21,Dan orangorang yang tidak mengharapkan pertemuan dengan Kami di akhirat berkata Mengapa bukan para malaikat yang diturunkan kepada kita atau mengapa kita tidak melihat Tuhan kita Sungguh mereka telah menyombongkan diri mereka dan benarbenar telah melampaui batas dalam melakukan kezaliman,2,0,0,7,0,0,7,0,0
2877,25,22,Ingatlah pada hari ketika mereka melihat para malaikat pada hari itu tidak ada kabar gembira bagi orangorang yang berdosa dan mereka berkata ijran majr,3,0,0,3,0,0,3,0,0
2878,25,23,Dan Kami akan perlihatkan segala amal yang mereka kerjakan lalu Kami akan jadikan amal itu bagaikan debu yang beterbangan,0,0,0,10,0,0,10,0,0
2879,25,24,Penghunipenghuni surga pada hari itu paling baik tempat tinggalnya dan paling indah tempat istirahatnya,3,0,0,3,0,0,3,0,0
2880,25,25,Dan ingatlah pada hari ketika langit pecah mengeluarkan kabut putih dan para malaikat diturunkan secara bergelombang,0,0,0,10,0,0,10,0,0
2881,25,26,Kerajaan yang hak pada hari itu adalah milik Tuhan Yang Maha Pengasih Dan itulah hari yang sulit bagi orangorang kafir,2,0,0,12,0,0,12,0,0
2882,25,27,Dan ingatlah pada hari ketika orangorang zalim menggigit kedua tangannya menyesali perbuatannya seraya berkata Wahai Sekiranya dulu aku mengambil jalan bersama Rasul,0,0,0,3,0,0,3,0,0
2883,25,28,Wahai celaka aku Sekiranya dulu aku tidak menjadikan si fulan  itu teman akrabku,3,0,0,3,0,0,3,0,0
2884,25,29,sungguh dia telah menyesatkan aku dari peringatan AlQuran ketika AlQuran itu telah datang kepadaku Dan setan memang pengkhianat manusia,0,0,0,7,0,0,0,18,0
2885,25,30,Dan Rasul Muhammad berkata Ya Tuhanku sesungguhnya kaumku telah menjadikan AlQuran ini diabaikan,2,0,0,2,0,0,2,0,0
2886,25,31,Begitulah bagi setiap nabi telah Kami adakan musuh dari orangorang yang berdosa Tetapi cukuplah Tuhanmu menjadi pemberi petunjuk dan penolong,2,0,0,7,0,0,7,0,0
2887,25,32,Dan orangorang kafir berkata Mengapa AlQuran itu tidak diturunkan kepadanya sekaligus Demikianlah agar Kami memperteguh hatimu Muhammad dengannya dan Kami membacakannya secara tartil berangsurangsur perlahan dan benar,3,0,0,3,0,0,3,0,0
2888,25,33,Dan mereka orangorang kafir itu tidak datang kepadamu membawa sesuatu yang aneh melainkan Kami datangkan kepadamu yang benar dan penjelasan yang paling baik,3,0,0,3,0,0,3,0,0
2889,25,34,Orangorang yang dikumpulkan di neraka Jahanam dengan diseret wajahnya mereka itulah yang paling buruk tempatnya dan paling sesat jalannya,3,0,0,3,0,0,3,0,0
2890,25,35,Dan sungguh Kami telah memberikan Kitab Taurat kepada Musa dan Kami telah menjadikan Harun saudaranya menyertainya sebagai wazir pembantu,0,0,0,10,0,0,0,0,0
2891,25,36,Kemudian Kami berfirman kepada keduanya Pergilah kamu berdua kepada kaum yang mendustakan ayatayat Kami Lalu Kami hancurkan mereka dengan sehancurhancurnya,3,0,0,8,0,0,8,0,0
2892,25,37,Dan telah Kami binasakan kaum Nuh ketika mereka mendustakan para rasul Kami tenggelamkam mereka dan Kami jadikan cerita mereka itu pelajaran bagi manusia Dan Kami telah sediakan bagi orangorang zalim azab yang pedih,3,0,0,11,0,0,18,0,0
2893,25,38,dan telah Kami binasakan kaum d dan Samud dan penduduk Rass serta banyak lagi generasi di antara kaumkaum itu,3,0,0,3,0,0,3,0,0
2894,25,39,Dan masingmasing telah Kami jadikan perumpamaan dan masingmasing telah Kami hancurkan sehancurhancurnya,0,0,0,10,0,0,10,0,0
2895,25,40,Dan sungguh mereka kaum musyrik Mekkah telah melalui negeri Sodom yang dulu dijatuhi hujan yang buruk hujan batu Tidakkah mereka menyaksikannya Bahkan mereka itu sebenarnya tidak mengharapkan hari kebangkitan,0,0,0,10,0,0,10,0,0
2896,25,41,Dan apabila mereka melihat engkau Muhammad mereka hanyalah menjadikan engkau sebagai ejekan dengan mengatakan Inikah orangnya yang diutus Allah sebagai Rasul,6,0,0,6,0,0,6,0,0
2897,25,42,Sungguh hampir saja dia menyesatkan kita dari sesembahan kita seandainya kita tidak tetap bertahan menyembahnya Dan kelak mereka akan mengetahui pada saat mereka melihat azab siapa yang paling sesat jalannya,2,0,0,7,0,0,12,0,0
2898,25,43,Sudahkah engkau Muhammad melihat orang yang menjadikan keinginannya sebagai tuhannya Apakah engkau akan menjadi pelindungnya,2,0,0,2,0,0,2,0,0
2899,25,44,atau apakah engkau mengira bahwa kebanyakan mereka itu mendengar atau memahami Mereka itu hanyalah seperti hewan ternak bahkan lebih sesat jalannya,0,0,0,0,0,0,17,0,0
2900,25,45,Tidakkah engkau memperhatikan penciptaan Tuhanmu bagaimana Dia memanjangkan dan memendekkan bayangbayang dan sekiranya Dia menghendaki niscaya Dia menjadikannya bayangbayang itu tetap kemudian Kami jadikan matahari sebagai petunjuk,6,0,0,7,0,0,0,0,0
2901,25,46,kemudian Kami menariknya bayangbayang itu kepada Kami sedikit demi sedikit,0,0,0,10,0,0,10,0,0
2902,25,47,Dan Dialah yang menjadikan malam untukmu sebagai pakaian dan tidur untuk istirahat dan Dia menjadikan siang untuk bangkit berusaha,0,0,0,10,0,0,10,0,0
2903,25,48,Dan Dialah yang meniupkan angin sebagai pembawa kabar gembira sebelum kedatangan rahmatNya hujan dan Kami turunkan dari langit air yang sangat bersih,0,0,0,10,0,0,10,0,0
2904,25,49,agar dengan air itu Kami menghidupkan negeri yang mati tandus dan Kami memberi minum kepada sebagian apa yang telah Kami ciptakan berupa hewanhewan ternak dan manusia yang banyak,0,0,0,0,0,0,17,0,0
2905,25,50,Dan sungguh Kami telah mempergilirkan hujan itu di antara mereka agar mereka mengambil pelajaran tetapi kebanyakan manusia tidak mau bersyukur bahkan mereka mengingkari nikmat,2,0,0,7,0,0,7,0,0
2906,25,51,Dan sekiranya Kami menghendaki niscaya Kami utus seorang pemberi peringatan pada setiap negeri,3,0,0,3,0,0,3,0,0
2907,25,52,Maka janganlah engkau taati orangorang kafir dan berjuanglah terhadap mereka dengannya AlQuran dengan semangat perjuangan yang besar,3,0,0,3,0,0,3,0,0
2908,25,53,Dan Dialah yang membiarkan dua laut mengalir berdampingan yang ini tawar dan segar dan yang lain sangat asin lagi pahit dan Dia jadikan antara keduanya dinding dan batas yang tidak tembus,0,0,0,10,0,0,10,0,0
2909,25,54,Dan Dia pula yang menciptakan manusia dari air lalu Dia jadikan manusia itu mempunyai keturunan dan muharah dan Tuhanmu adalah Mahakuasa,2,0,0,12,0,0,12,0,0
2910,25,55,Dan mereka menyembah selain Allah apa yang tidak memberi manfaat kepada mereka dan tidak pula mendatangkan bencana kepada mereka Orangorang kafir adalah penolong setan untuk berbuat durhaka terhadap Tuhannya,2,0,0,12,0,0,12,0,0
2911,25,56,Dan tidaklah Kami mengutus engkau Muhammad melainkan hanya sebagai pembawa kabar gembira dan pemberi peringatan,0,0,0,3,0,0,3,0,0
2912,25,57,Katakanlah Aku tidak meminta imbalan apa pun dari kamu dalam menyampaikan risalah itu melainkan mengharapkan agar orangorang mau mengambil jalan kepada Tuhannya,2,0,0,2,0,0,7,0,0
2913,25,58,Dan bertawakallah kepada Allah Yang Hidup Yang tidak mati dan bertasbihlah dengan memujiNya Dan cukuplah Dia Maha Mengetahui dosa hambahambaNya,1,0,0,1,0,0,19,0,0
2914,25,59,yang menciptakan langit dan bumi dan apa yang ada di antara keduanya dalam enam masa kemudian Dia bersemayam di atas Arasy Dialah Yang Maha Pengasih maka tanyakanlah tentang Allah kepada orang yang lebih mengetahui Muhammad,1,0,0,1,0,0,19,0,0
2915,25,60,Dan apabila dikatakan kepada mereka Sujudlah kepada Yang Maha Pengasih mereka menjawab Siapakah Yang Maha Pengasih itu Apakah kami harus sujud kepada Allah yang engkau Muhammad perintahkan kepada kami bersujud kepadaNya Dan mereka makin jauh lari dari kebenaran,1,0,0,1,0,0,1,0,0
2916,25,61,Mahasuci Allah yang menjadikan di langit gugusan bintangbintang dan Dia juga menjadikan padanya matahari dan bulan yang bersinar,6,0,0,6,0,0,13,0,0
2917,25,62,Dan Dia pula yang menjadikan malam dan siang silih berganti bagi orang yang ingin mengambil pelajaran atau yang ingin bersyukur,0,0,0,10,0,0,10,0,0
2918,25,63,Adapun hambahamba Tuhan Yang Maha Pengasih itu adalah orangorang yang berjalan di bumi dengan rendah hati dan apabila orangorang bodoh menyapa mereka dengan katakata yang menghina mereka mengucapkan salm,6,0,0,7,0,0,0,0,0
2919,25,64,dan orangorang yang menghabiskan waktu malam untuk beribadah kepada Tuhan mereka dengan bersujud dan berdiri,2,0,0,7,0,0,7,0,0
2920,25,65,Dan orangorang yang berkata Ya Tuhan kami jauhkanlah azab Jahanam dari kami karena sesungguhnya azabnya itu membuat kebinasaan yang kekal,2,0,0,8,0,0,8,0,0
2921,25,66,Sungguh Jahanam itu seburukburuk tempat menetap dan tempat kediaman,0,0,0,7,0,0,0,0,0
2922,25,67,Dan termasuk hambahamba Tuhan Yang Maha Pengasih orangorang yang apabila menginfakkan harta mereka tidak berlebihan dan tidak pula kikir di antara keduanya secara wajar,2,0,0,12,0,0,12,0,0
2923,25,68,dan orangorang yang tidak mempersekutukan Allah dengan sembahan lain dan tidak membunuh orang yang diharamkan Allah kecuali dengan alasan yang benar dan tidak berzina dan barang siapa melakukan demikian itu niscaya dia mendapat hukuman yang berat,1,0,0,13,0,0,13,0,0
2924,25,69,yakni akan dilipatgandakan azab untuknya pada hari Kiamat dan dia akan kekal dalam azab itu dalam keadaan terhina,3,0,0,11,0,0,11,0,0
2925,25,70,kecuali orangorang yang bertobat dan beriman dan mengerjakan kebajikan maka kejahatan mereka diganti Allah dengan kebaikan Allah Maha Pengampun Maha Penyayang,4,0,0,4,0,0,4,0,0
2926,25,71,Dan barang siapa bertobat dan mengerjakan kebajikan maka sesungguhnya dia bertobat kepada Allah dengan tobat yang sebenarbenarnya,1,0,0,1,0,0,1,0,0
2927,25,72,Dan orangorang yang tidak memberikan kesaksian palsu dan apabila mereka bertemu dengan orangorang yang mengerjakan perbuatanperbuatan yang tidak berguna mereka berlalu dengan menjaga kehormatan dirinya,3,0,0,3,0,0,3,0,0
2928,25,73,dan orangorang yang apabila diberi peringatan dengan ayatayat Tuhan mereka mereka tidak bersikap sebagai orangorang yang tuli dan buta,2,0,0,8,0,0,7,0,0
2929,25,74,Dan orangorang yang berkata Ya Tuhan kami anugerahkanlah kepada kami pasangan kami dan keturunan kami sebagai penyenang hati kami dan jadikanlah kami pemimpin bagi orangorang yang bertakwa,2,0,0,7,0,0,7,0,0
2930,25,75,Mereka itu akan diberi balasan dengan tempat yang tinggi dalam surga atas kesabaran mereka dan di sana mereka akan disambut dengan penghormatan dan salam,3,0,0,3,0,0,3,0,0
2931,25,76,mereka kekal di dalamnya Surga itu sebaikbaik tempat menetap dan tempat kediaman,3,0,0,3,0,0,3,0,0
2932,25,77,Katakanlah Muhammad kepada orangorang musyrik Tuhanku tidak akan mengindahkan kamu kalau tidak karena ibadahmu Tetapi bagaimana kamu beribadah kepadaNya padahal sungguh kamu telah mendustakanNya Karena itu kelak azab pasti menimpamu,2,0,0,8,0,0,8,0,0
2933,26,1, Sn Mm,3,0,0,3,0,0,3,0,0
2934,26,2,Inilah ayatayat Kitab AlQuran yang jelas,3,0,0,11,0,0,11,18,0
2935,26,3,Boleh jadi engkau Muhammad akan membinasakan dirimu dengan kesedihan karena mereka penduduk Mekkah tidak beriman,0,0,0,3,0,0,3,0,0
2936,26,4,Jika Kami menghendaki niscaya Kami turunkan kepada mereka mukjizat dari langit yang akan membuat tengkuk mereka tunduk dengan rendah hati kepadanya,6,0,0,0,0,0,17,0,0
2937,26,5,Dan setiap kali disampaikan kepada mereka suatu peringatan baru ayat AlQuran yang diturunkan dari Tuhan Yang Maha Pengasih mereka selalu berpaling darinya,2,0,0,12,0,0,12,0,0
2938,26,6,Sungguh mereka telah mendustakan AlQuran maka kelak akan datang kepada mereka kebenaran beritaberita mengenai apa azab yang dulu mereka perolokolokkan,2,0,0,8,0,0,8,0,0
2939,26,7,Dan apakah mereka tidak memperhatikan bumi betapa banyak Kami tumbuhkan di bumi itu berbagai macam tumbuhtumbuhan yang baik,6,0,0,6,0,0,6,0,0
2940,26,8,Sungguh pada yang demikian itu terdapat tanda kebesaran Allah tetapi kebanyakan mereka tidak beriman,4,0,0,1,0,0,19,0,0
2941,26,9,Dan sungguh Tuhanmu Dialah Yang Mahaperkasa Maha Penyayang,2,0,0,9,7,7,16,7,7
2942,26,10,Dan ingatlah ketika Tuhanmu menyeru Musa dengan firmanNya Datangilah kaum yang zalim itu,2,0,0,2,0,0,2,0,0
2943,26,11,yaitu kaum Firaun Mengapa mereka tidak bertakwa,0,0,0,3,0,0,3,0,0
2944,26,12,Dia Musa berkata Ya Tuhanku sungguh aku takut mereka akan mendustakan aku,2,0,0,9,0,0,9,0,0
2945,26,13,sehingga dadaku terasa sempit dan lidahku tidak lancar maka utuslah Harun bersamaku,0,0,0,10,0,0,10,0,0
2946,26,14,Sebab aku berdosa terhadap mereka maka aku takut mereka akan membunuhku,0,0,0,10,0,0,10,0,0
2947,26,15,Allah berfirman Jangan takut mereka tidak akan dapat membunuhmu Maka pergilah kamu berdua dengan membawa ayatayat Kami mukjizatmukjizat sungguh Kami bersamamu mendengarkan apa yang mereka katakan,6,0,0,6,0,0,6,0,0
2948,26,16,Maka datanglah kamu berdua kepada Firaun dan katakan Sesungguhnya kami adalah rasulrasul Tuhan seluruh alam,2,0,0,2,0,0,2,0,0
2949,26,17,lepaskanlah Bani Israil pergi bersama kami,0,0,0,10,0,0,10,0,0
2950,26,18,Dia Firaun menjawab Bukankah kami telah mengasuhmu dalam lingkungan keluarga kami waktu engkau masih kanakkanak dan engkau tinggal bersama kami beberapa tahun dari umurmu,0,0,0,10,0,0,10,0,0
2951,26,19,Dan engkau Musa telah melakukan kesalahan dari perbuatan yang telah engkau lakukan dan engkau termasuk orang yang tidak tahu berterima kasih,0,0,0,3,0,0,3,0,0
2952,26,20,Dia Musa berkata Aku telah melakukannya dan ketika itu aku termasuk orang yang khilaf,3,0,0,3,0,0,3,0,0
2953,26,21,Lalu aku lari darimu karena aku takut kepadamu kemudian Tuhanku menganugerahkan ilmu kepadaku serta Dia menjadikan aku salah seorang di antara rasulrasul,2,0,0,7,0,0,7,0,0
2954,26,22,Dan itulah kebaikan yang telah engkau berikan kepadaku sementara itu engkau telah memperbudak Bani Israil,0,0,0,10,0,0,10,0,0
2955,26,23,Firaun bertanya Siapa Tuhan seluruh alam itu,2,0,0,9,0,0,9,0,0
